ts,wti
2006-08-02,72.74481626928471
2006-08-03,72.44658906030855
2006-08-04,72.1483618513324
2006-08-05,71.85013464235624
2006-08-06,71.55190743338008
2006-08-07,71.25368022440392
2006-08-08,70.95545301542776
2006-08-09,70.6572258064516
2006-08-10,70.35899859747546
2006-08-11,70.0607713884993
2006-08-12,69.76254417952315
2006-08-13,69.46431697054699
2006-08-14,69.16608976157083
2006-08-15,68.86786255259467
2006-08-16,68.56963534361851
2006-08-17,68.27140813464236
2006-08-18,67.9731809256662
2006-08-19,67.67495371669004
2006-08-20,67.37672650771388
2006-08-21,67.07849929873773
2006-08-22,66.78027208976157
2006-08-23,66.48204488078541
2006-08-24,66.18381767180927
2006-08-25,65.88559046283311
2006-08-26,65.58736325385695
2006-08-27,65.28913604488079
2006-08-28,64.99090883590463
2006-08-29,64.69268162692848
2006-08-30,64.39445441795232
2006-08-31,64.09622720897616
2006-09-01,63.798
2006-09-02,63.634506060606064
2006-09-03,63.47101212121213
2006-09-04,63.30751818181818
2006-09-05,63.144024242424244
2006-09-06,62.98053030303031
2006-09-07,62.81703636363637
2006-09-08,62.653542424242424
2006-09-09,62.49004848484849
2006-09-10,62.32655454545455
2006-09-11,62.16306060606061
2006-09-12,61.99956666666667
2006-09-13,61.83607272727273
2006-09-14,61.67257878787879
2006-09-15,61.509084848484854
2006-09-16,61.345590909090916
2006-09-17,61.18209696969697
2006-09-18,61.018603030303034
2006-09-19,60.855109090909096
2006-09-20,60.69161515151516
2006-09-21,60.52812121212121
2006-09-22,60.364627272727276
2006-09-23,60.20113333333334
2006-09-24,60.0376393939394
2006-09-25,59.874145454545456
2006-09-26,59.71065151515152
2006-09-27,59.54715757575758
2006-09-28,59.38366363636364
2006-09-29,59.220169696969705
2006-09-30,59.05667575757576
2006-10-01,58.89318181818182
2006-10-02,58.89928885630499
2006-10-03,58.90539589442816
2006-10-04,58.91150293255132
2006-10-05,58.91760997067449
2006-10-06,58.92371700879766
2006-10-07,58.92982404692083
2006-10-08,58.93593108504399
2006-10-09,58.94203812316716
2006-10-10,58.94814516129033
2006-10-11,58.954252199413496
2006-10-12,58.960359237536665
2006-10-13,58.966466275659826
2006-10-14,58.972573313782995
2006-10-15,58.97868035190616
2006-10-16,58.98478739002933
2006-10-17,58.990894428152494
2006-10-18,58.99700146627566
2006-10-19,59.00310850439883
2006-10-20,59.009215542522
2006-10-21,59.01532258064516
2006-10-22,59.02142961876833
2006-10-23,59.0275366568915
2006-10-24,59.03364369501467
2006-10-25,59.039750733137836
2006-10-26,59.045857771261
2006-10-27,59.05196480938417
2006-10-28,59.058071847507335
2006-10-29,59.064178885630504
2006-10-30,59.070285923753666
2006-10-31,59.076392961876834
2006-11-01,59.0825
2006-11-02,59.178383333333336
2006-11-03,59.27426666666667
2006-11-04,59.37015
2006-11-05,59.466033333333336
2006-11-06,59.56191666666667
2006-11-07,59.6578
2006-11-08,59.753683333333335
2006-11-09,59.84956666666667
2006-11-10,59.94545
2006-11-11,60.041333333333334
2006-11-12,60.13721666666667
2006-11-13,60.2331
2006-11-14,60.32898333333333
2006-11-15,60.42486666666667
2006-11-16,60.52075000000001
2006-11-17,60.61663333333334
2006-11-18,60.71251666666667
2006-11-19,60.808400000000006
2006-11-20,60.90428333333334
2006-11-21,61.00016666666667
2006-11-22,61.096050000000005
2006-11-23,61.19193333333334
2006-11-24,61.28781666666667
2006-11-25,61.383700000000005
2006-11-26,61.47958333333334
2006-11-27,61.57546666666667
2006-11-28,61.671350000000004
2006-11-29,61.76723333333334
2006-11-30,61.86311666666667
2006-12-01,61.959
2006-12-02,61.718586789554536
2006-12-03,61.47817357910907
2006-12-04,61.2377603686636
2006-12-05,60.997347158218126
2006-12-06,60.75693394777266
2006-12-07,60.51652073732719
2006-12-08,60.276107526881724
2006-12-09,60.035694316436256
2006-12-10,59.79528110599079
2006-12-11,59.55486789554532
2006-12-12,59.314454685099854
2006-12-13,59.07404147465438
2006-12-14,58.83362826420891
2006-12-15,58.593215053763444
2006-12-16,58.35280184331798
2006-12-17,58.11238863287251
2006-12-18,57.87197542242704
2006-12-19,57.631562211981574
2006-12-20,57.39114900153611
2006-12-21,57.15073579109063
2006-12-22,56.910322580645165
2006-12-23,56.6699093701997
2006-12-24,56.42949615975423
2006-12-25,56.18908294930876
2006-12-26,55.948669738863295
2006-12-27,55.70825652841783
2006-12-28,55.46784331797235
2006-12-29,55.227430107526885
2006-12-30,54.98701689708142
2006-12-31,54.74660368663595
2007-01-01,54.50619047619048
2007-01-02,54.66015037593986
2007-01-03,54.81411027568923
2007-01-04,54.968070175438605
2007-01-05,55.12203007518797
2007-01-06,55.275989974937346
2007-01-07,55.42994987468672
2007-01-08,55.583909774436094
2007-01-09,55.73786967418547
2007-01-10,55.89182957393484
2007-01-11,56.045789473684216
2007-01-12,56.19974937343359
2007-01-13,56.35370927318296
2007-01-14,56.50766917293233
2007-01-15,56.661629072681706
2007-01-16,56.81558897243108
2007-01-17,56.969548872180454
2007-01-18,57.12350877192983
2007-01-19,57.2774686716792
2007-01-20,57.43142857142857
2007-01-21,57.58538847117794
2007-01-22,57.73934837092732
2007-01-23,57.89330827067669
2007-01-24,58.047268170426065
2007-01-25,58.20122807017544
2007-01-26,58.35518796992481
2007-01-27,58.50914786967419
2007-01-28,58.66310776942356
2007-01-29,58.81706766917293
2007-01-30,58.9710275689223
2007-01-31,59.12498746867168
2007-02-01,59.27894736842105
2007-02-02,59.32047846889952
2007-02-03,59.36200956937799
2007-02-04,59.40354066985646
2007-02-05,59.44507177033493
2007-02-06,59.4866028708134
2007-02-07,59.528133971291865
2007-02-08,59.56966507177033
2007-02-09,59.6111961722488
2007-02-10,59.652727272727276
2007-02-11,59.69425837320574
2007-02-12,59.735789473684214
2007-02-13,59.77732057416268
2007-02-14,59.81885167464115
2007-02-15,59.86038277511962
2007-02-16,59.90191387559808
2007-02-17,59.943444976076556
2007-02-18,59.98497607655503
2007-02-19,60.026507177033494
2007-02-20,60.06803827751197
2007-02-21,60.10956937799043
2007-02-22,60.151100478468905
2007-02-23,60.19263157894737
2007-02-24,60.23416267942584
2007-02-25,60.27569377990431
2007-02-26,60.31722488038278
2007-02-27,60.35875598086125
2007-02-28,60.40028708133971
2007-03-01,60.441818181818185
2007-03-02,60.55585630498534
2007-03-03,60.669894428152496
2007-03-04,60.78393255131965
2007-03-05,60.89797067448681
2007-03-06,61.01200879765396
2007-03-07,61.12604692082112
2007-03-08,61.24008504398827
2007-03-09,61.35412316715543
2007-03-10,61.468161290322584
2007-03-11,61.58219941348974
2007-03-12,61.696237536656895
2007-03-13,61.81027565982405
2007-03-14,61.924313782991206
2007-03-15,62.03835190615836
2007-03-16,62.15239002932552
2007-03-17,62.266428152492665
2007-03-18,62.38046627565982
2007-03-19,62.494504398826976
2007-03-20,62.60854252199413
2007-03-21,62.72258064516129
2007-03-22,62.83661876832844
2007-03-23,62.9506568914956
2007-03-24,63.06469501466275
2007-03-25,63.17873313782991
2007-03-26,63.292771260997064
2007-03-27,63.40680938416422
2007-03-28,63.520847507331375
2007-03-29,63.63488563049853
2007-03-30,63.748923753665686
2007-03-31,63.86296187683284
2007-04-01,63.977
2007-04-02,63.959584848484845
2007-04-03,63.94216969696969
2007-04-04,63.92475454545454
2007-04-05,63.90733939393939
2007-04-06,63.88992424242424
2007-04-07,63.87250909090909
2007-04-08,63.85509393939394
2007-04-09,63.83767878787879
2007-04-10,63.820263636363634
2007-04-11,63.80284848484848
2007-04-12,63.78543333333333
2007-04-13,63.76801818181818
2007-04-14,63.750603030303026
2007-04-15,63.733187878787874
2007-04-16,63.71577272727272
2007-04-17,63.698357575757576
2007-04-18,63.680942424242424
2007-04-19,63.66352727272727
2007-04-20,63.64611212121212
2007-04-21,63.62869696969697
2007-04-22,63.611281818181816
2007-04-23,63.59386666666666
2007-04-24,63.57645151515151
2007-04-25,63.55903636363636
2007-04-26,63.541621212121214
2007-04-27,63.52420606060606
2007-04-28,63.50679090909091
2007-04-29,63.48937575757576
2007-04-30,63.471960606060605
2007-05-01,63.45454545454545
2007-05-02,63.58469068565843
2007-05-03,63.7148359167714
2007-05-04,63.844981147884376
2007-05-05,63.975126378997345
2007-05-06,64.10527161011032
2007-05-07,64.2354168412233
2007-05-08,64.36556207233626
2007-05-09,64.49570730344924
2007-05-10,64.62585253456221
2007-05-11,64.75599776567519
2007-05-12,64.88614299678817
2007-05-13,65.01628822790113
2007-05-14,65.1464334590141
2007-05-15,65.27657869012708
2007-05-16,65.40672392124006
2007-05-17,65.53686915235302
2007-05-18,65.667014383466
2007-05-19,65.79715961457897
2007-05-20,65.92730484569195
2007-05-21,66.05745007680491
2007-05-22,66.18759530791789
2007-05-23,66.31774053903086
2007-05-24,66.44788577014384
2007-05-25,66.57803100125682
2007-05-26,66.70817623236978
2007-05-27,66.83832146348276
2007-05-28,66.96846669459573
2007-05-29,67.09861192570871
2007-05-30,67.22875715682167
2007-05-31,67.35890238793465
2007-06-01,67.48904761904762
2007-06-02,67.71000000000001
2007-06-03,67.93095238095239
2007-06-04,68.15190476190477
2007-06-05,68.37285714285714
2007-06-06,68.59380952380953
2007-06-07,68.81476190476191
2007-06-08,69.03571428571429
2007-06-09,69.25666666666667
2007-06-10,69.47761904761904
2007-06-11,69.69857142857143
2007-06-12,69.91952380952381
2007-06-13,70.14047619047619
2007-06-14,70.36142857142858
2007-06-15,70.58238095238096
2007-06-16,70.80333333333334
2007-06-17,71.02428571428571
2007-06-18,71.2452380952381
2007-06-19,71.46619047619048
2007-06-20,71.68714285714286
2007-06-21,71.90809523809524
2007-06-22,72.12904761904761
2007-06-23,72.35
2007-06-24,72.57095238095238
2007-06-25,72.79190476190476
2007-06-26,73.01285714285714
2007-06-27,73.23380952380953
2007-06-28,73.45476190476191
2007-06-29,73.67571428571428
2007-06-30,73.89666666666666
2007-07-01,74.11761904761904
2007-07-02,74.0607954317772
2007-07-03,74.00397181593534
2007-07-04,73.9471482000935
2007-07-05,73.89032458425164
2007-07-06,73.8335009684098
2007-07-07,73.77667735256796
2007-07-08,73.71985373672611
2007-07-09,73.66303012088426
2007-07-10,73.60620650504241
2007-07-11,73.54938288920056
2007-07-12,73.49255927335871
2007-07-13,73.43573565751686
2007-07-14,73.37891204167501
2007-07-15,73.32208842583316
2007-07-16,73.26526480999131
2007-07-17,73.20844119414947
2007-07-18,73.15161757830762
2007-07-19,73.09479396246577
2007-07-20,73.03797034662392
2007-07-21,72.98114673078207
2007-07-22,72.92432311494022
2007-07-23,72.86749949909837
2007-07-24,72.81067588325652
2007-07-25,72.75385226741467
2007-07-26,72.69702865157282
2007-07-27,72.64020503573099
2007-07-28,72.58338141988914
2007-07-29,72.52655780404729
2007-07-30,72.46973418820544
2007-07-31,72.41291057236359
2007-08-01,72.35608695652174
2007-08-02,72.59991437218572
2007-08-03,72.84374178784971
2007-08-04,73.0875692035137
2007-08-05,73.33139661917767
2007-08-06,73.57522403484165
2007-08-07,73.81905145050564
2007-08-08,74.06287886616963
2007-08-09,74.30670628183361
2007-08-10,74.5505336974976
2007-08-11,74.79436111316159
2007-08-12,75.03818852882557
2007-08-13,75.28201594448954
2007-08-14,75.52584336015353
2007-08-15,75.76967077581752
2007-08-16,76.0134981914815
2007-08-17,76.25732560714549
2007-08-18,76.50115302280948
2007-08-19,76.74498043847346
2007-08-20,76.98880785413745
2007-08-21,77.23263526980142
2007-08-22,77.4764626854654
2007-08-23,77.7202901011294
2007-08-24,77.96411751679338
2007-08-25,78.20794493245737
2007-08-26,78.45177234812135
2007-08-27,78.69559976378534
2007-08-28,78.93942717944932
2007-08-29,79.1832545951133
2007-08-30,79.42708201077728
2007-08-31,79.67090942644127
2007-09-01,79.91473684210526
2007-09-02,80.11086880244088
2007-09-03,80.3070007627765
2007-09-04,80.50313272311212
2007-09-05,80.69926468344774
2007-09-06,80.89539664378336
2007-09-07,81.09152860411899
2007-09-08,81.28766056445461
2007-09-09,81.48379252479023
2007-09-10,81.67992448512585
2007-09-11,81.87605644546147
2007-09-12,82.07218840579709
2007-09-13,82.26832036613271
2007-09-14,82.46445232646833
2007-09-15,82.66058428680395
2007-09-16,82.85671624713959
2007-09-17,83.05284820747521
2007-09-18,83.24898016781083
2007-09-19,83.44511212814645
2007-09-20,83.64124408848207
2007-09-21,83.83737604881769
2007-09-22,84.03350800915331
2007-09-23,84.22963996948893
2007-09-24,84.42577192982455
2007-09-25,84.62190389016017
2007-09-26,84.81803585049579
2007-09-27,85.01416781083142
2007-09-28,85.21029977116704
2007-09-29,85.40643173150266
2007-09-30,85.60256369183828
2007-10-01,85.7986956521739
2007-10-02,86.08816937153543
2007-10-03,86.37764309089694
2007-10-04,86.66711681025846
2007-10-05,86.95659052961997
2007-10-06,87.2460642489815
2007-10-07,87.53553796834301
2007-10-08,87.82501168770453
2007-10-09,88.11448540706604
2007-10-10,88.40395912642757
2007-10-11,88.69343284578909
2007-10-12,88.9829065651506
2007-10-13,89.27238028451212
2007-10-14,89.56185400387363
2007-10-15,89.85132772323516
2007-10-16,90.14080144259667
2007-10-17,90.43027516195819
2007-10-18,90.7197488813197
2007-10-19,91.00922260068123
2007-10-20,91.29869632004274
2007-10-21,91.58817003940426
2007-10-22,91.87764375876579
2007-10-23,92.1671174781273
2007-10-24,92.45659119748882
2007-10-25,92.74606491685033
2007-10-26,93.03553863621185
2007-10-27,93.32501235557336
2007-10-28,93.61448607493489
2007-10-29,93.9039597942964
2007-10-30,94.19343351365792
2007-10-31,94.48290723301943
2007-11-01,94.77238095238096
2007-11-02,94.66953492063493
2007-11-03,94.56668888888889
2007-11-04,94.46384285714286
2007-11-05,94.36099682539682
2007-11-06,94.2581507936508
2007-11-07,94.15530476190476
2007-11-08,94.05245873015873
2007-11-09,93.94961269841271
2007-11-10,93.84676666666667
2007-11-11,93.74392063492064
2007-11-12,93.6410746031746
2007-11-13,93.53822857142858
2007-11-14,93.43538253968254
2007-11-15,93.33253650793651
2007-11-16,93.22969047619048
2007-11-17,93.12684444444444
2007-11-18,93.02399841269842
2007-11-19,92.92115238095238
2007-11-20,92.81830634920635
2007-11-21,92.71546031746031
2007-11-22,92.61261428571429
2007-11-23,92.50976825396825
2007-11-24,92.40692222222222
2007-11-25,92.3040761904762
2007-11-26,92.20123015873016
2007-11-27,92.09838412698413
2007-11-28,91.99553809523809
2007-11-29,91.89269206349206
2007-11-30,91.78984603174602
2007-12-01,91.687
2007-12-02,91.7284024577573
2007-12-03,91.7698049155146
2007-12-04,91.81120737327188
2007-12-05,91.85260983102918
2007-12-06,91.89401228878648
2007-12-07,91.93541474654378
2007-12-08,91.97681720430107
2007-12-09,92.01821966205837
2007-12-10,92.05962211981567
2007-12-11,92.10102457757297
2007-12-12,92.14242703533027
2007-12-13,92.18382949308756
2007-12-14,92.22523195084486
2007-12-15,92.26663440860216
2007-12-16,92.30803686635946
2007-12-17,92.34943932411674
2007-12-18,92.39084178187404
2007-12-19,92.43224423963134
2007-12-20,92.47364669738865
2007-12-21,92.51504915514593
2007-12-22,92.55645161290323
2007-12-23,92.59785407066053
2007-12-24,92.63925652841783
2007-12-25,92.68065898617513
2007-12-26,92.72206144393242
2007-12-27,92.76346390168972
2007-12-28,92.80486635944702
2007-12-29,92.84626881720432
2007-12-30,92.8876712749616
2007-12-31,92.9290737327189
2008-01-01,92.9704761904762
2008-01-02,93.04839631336407
2008-01-03,93.12631643625194
2008-01-04,93.2042365591398
2008-01-05,93.28215668202766
2008-01-06,93.36007680491552
2008-01-07,93.4379969278034
2008-01-08,93.51591705069126
2008-01-09,93.59383717357912
2008-01-10,93.67175729646698
2008-01-11,93.74967741935485
2008-01-12,93.82759754224271
2008-01-13,93.90551766513057
2008-01-14,93.98343778801843
2008-01-15,94.06135791090631
2008-01-16,94.13927803379417
2008-01-17,94.21719815668203
2008-01-18,94.29511827956989
2008-01-19,94.37303840245777
2008-01-20,94.45095852534563
2008-01-21,94.52887864823349
2008-01-22,94.60679877112135
2008-01-23,94.68471889400922
2008-01-24,94.76263901689708
2008-01-25,94.84055913978494
2008-01-26,94.9184792626728
2008-01-27,94.99639938556068
2008-01-28,95.07431950844854
2008-01-29,95.1522396313364
2008-01-30,95.23015975422427
2008-01-31,95.30807987711214
2008-02-01,95.386
2008-02-02,95.7331724137931
2008-02-03,96.0803448275862
2008-02-04,96.4275172413793
2008-02-05,96.77468965517241
2008-02-06,97.12186206896551
2008-02-07,97.46903448275862
2008-02-08,97.81620689655172
2008-02-09,98.16337931034482
2008-02-10,98.51055172413793
2008-02-11,98.85772413793103
2008-02-12,99.20489655172413
2008-02-13,99.55206896551724
2008-02-14,99.89924137931034
2008-02-15,100.24641379310344
2008-02-16,100.59358620689655
2008-02-17,100.94075862068965
2008-02-18,101.28793103448275
2008-02-19,101.63510344827586
2008-02-20,101.98227586206896
2008-02-21,102.32944827586206
2008-02-22,102.67662068965517
2008-02-23,103.02379310344827
2008-02-24,103.37096551724137
2008-02-25,103.71813793103448
2008-02-26,104.06531034482758
2008-02-27,104.41248275862068
2008-02-28,104.75965517241379
2008-02-29,105.10682758620689
2008-03-01,105.454
2008-03-02,105.68388563049852
2008-03-03,105.91377126099707
2008-03-04,106.1436568914956
2008-03-05,106.37354252199412
2008-03-06,106.60342815249267
2008-03-07,106.8333137829912
2008-03-08,107.06319941348973
2008-03-09,107.29308504398827
2008-03-10,107.5229706744868
2008-03-11,107.75285630498533
2008-03-12,107.98274193548387
2008-03-13,108.2126275659824
2008-03-14,108.44251319648093
2008-03-15,108.67239882697947
2008-03-16,108.902284457478
2008-03-17,109.13217008797653
2008-03-18,109.36205571847506
2008-03-19,109.5919413489736
2008-03-20,109.82182697947214
2008-03-21,110.05171260997066
2008-03-22,110.28159824046921
2008-03-23,110.51148387096774
2008-03-24,110.74136950146627
2008-03-25,110.97125513196481
2008-03-26,111.20114076246334
2008-03-27,111.43102639296187
2008-03-28,111.66091202346041
2008-03-29,111.89079765395894
2008-03-30,112.12068328445747
2008-03-31,112.35056891495601
2008-04-01,112.58045454545454
2008-04-02,113.00769336219336
2008-04-03,113.43493217893217
2008-04-04,113.862170995671
2008-04-05,114.28940981240982
2008-04-06,114.71664862914862
2008-04-07,115.14388744588744
2008-04-08,115.57112626262627
2008-04-09,115.99836507936507
2008-04-10,116.4256038961039
2008-04-11,116.85284271284272
2008-04-12,117.28008152958152
2008-04-13,117.70732034632034
2008-04-14,118.13455916305917
2008-04-15,118.56179797979797
2008-04-16,118.9890367965368
2008-04-17,119.41627561327562
2008-04-18,119.84351443001442
2008-04-19,120.27075324675324
2008-04-20,120.69799206349207
2008-04-21,121.12523088023087
2008-04-22,121.5524696969697
2008-04-23,121.97970851370852
2008-04-24,122.40694733044732
2008-04-25,122.83418614718614
2008-04-26,123.26142496392497
2008-04-27,123.68866378066377
2008-04-28,124.1159025974026
2008-04-29,124.54314141414142
2008-04-30,124.97038023088022
2008-05-01,125.39761904761905
2008-05-02,125.67124423963133
2008-05-03,125.94486943164362
2008-05-04,126.21849462365591
2008-05-05,126.4921198156682
2008-05-06,126.7657450076805
2008-05-07,127.03937019969278
2008-05-08,127.31299539170507
2008-05-09,127.58662058371735
2008-05-10,127.86024577572964
2008-05-11,128.13387096774193
2008-05-12,128.40749615975423
2008-05-13,128.6811213517665
2008-05-14,128.9547465437788
2008-05-15,129.2283717357911
2008-05-16,129.5019969278034
2008-05-17,129.77562211981567
2008-05-18,130.04924731182794
2008-05-19,130.32287250384024
2008-05-20,130.59649769585252
2008-05-21,130.87012288786482
2008-05-22,131.1437480798771
2008-05-23,131.4173732718894
2008-05-24,131.69099846390168
2008-05-25,131.96462365591398
2008-05-26,132.23824884792626
2008-05-27,132.51187403993856
2008-05-28,132.78549923195084
2008-05-29,133.05912442396314
2008-05-30,133.33274961597542
2008-05-31,133.60637480798772
2008-06-01,133.88
2008-06-02,133.86303030303029
2008-06-03,133.8460606060606
2008-06-04,133.8290909090909
2008-06-05,133.8121212121212
2008-06-06,133.7951515151515
2008-06-07,133.77818181818182
2008-06-08,133.7612121212121
2008-06-09,133.74424242424243
2008-06-10,133.72727272727272
2008-06-11,133.71030303030304
2008-06-12,133.69333333333333
2008-06-13,133.67636363636365
2008-06-14,133.65939393939394
2008-06-15,133.64242424242425
2008-06-16,133.62545454545455
2008-06-17,133.60848484848484
2008-06-18,133.59151515151515
2008-06-19,133.57454545454544
2008-06-20,133.55757575757576
2008-06-21,133.54060606060605
2008-06-22,133.52363636363637
2008-06-23,133.50666666666666
2008-06-24,133.48969696969698
2008-06-25,133.47272727272727
2008-06-26,133.4557575757576
2008-06-27,133.43878787878788
2008-06-28,133.4218181818182
2008-06-29,133.4048484848485
2008-06-30,133.3878787878788
2008-07-01,133.3709090909091
2008-07-02,132.83204720011173
2008-07-03,132.29318530931434
2008-07-04,131.75432341851698
2008-07-05,131.21546152771958
2008-07-06,130.67659963692222
2008-07-07,130.13773774612486
2008-07-08,129.59887585532746
2008-07-09,129.0600139645301
2008-07-10,128.52115207373274
2008-07-11,127.98229018293534
2008-07-12,127.44342829213798
2008-07-13,126.9045664013406
2008-07-14,126.36570451054322
2008-07-15,125.82684261974585
2008-07-16,125.28798072894847
2008-07-17,124.7491188381511
2008-07-18,124.21025694735373
2008-07-19,123.67139505655635
2008-07-20,123.13253316575897
2008-07-21,122.5936712749616
2008-07-22,122.05480938416423
2008-07-23,121.51594749336685
2008-07-24,120.97708560256947
